Rating,# of patient feedback,page_source,Specialty,Experience,Pincode,City,State,Hospital/Clinic name,Address,Education,Doctor name
 (17 ratings),6 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-banashri-bordoloi-bhuyan-dentist?lpt=PS-SRP,Dentist,"20, Years experience",,"Ganeshguri,,,Guwahati,",Assam ,"Dispur Polyclinic & Nursing Home, ","Ganeshguri,,,Guwahati,",BDS (Implantologist),"Dr. ,Banashri Bordoloi Bhuyan"
 (58 ratings),14 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-mandeep-phukan-urologist?lpt=PS-SRP,Urologist,"5, Years experience",,"Rukmini Gaon,,,Guwahati,",Assam ,"Arogyam Multispeciality Health Clin ..., ","Rukmini Gaon,,,Guwahati,",M.Ch - Urology/Genito-Urinary Surgery,"Dr. ,Mandeep Phukan"
 (13 ratings),8 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-elbert-khiangte-general-surgeon?lpt=PS-SRP,General Surgeon,"27, Years experience",,"Christian Basti,,,Guwahati,",Assam ,"Apollo Hospital Guwahati, ","Christian Basti,,,Guwahati,",MBBS,"Dr. ,Elbert Khiangte"
 (164 ratings),12 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-shamik-bhattacharjee-physiotherapist?lpt=PS-SRP,Physiotherapist,"10, Years experience",,"Sreenagar,,,Guwahati,",Assam ,"VARDAAN Doctor's Plus Physiotherapy ..., ","Sreenagar,,,Guwahati,","MPTh/MPT, BPTh/BPT","Dr. ,Shamik Bhattacharjee"
 (257 ratings),6 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-diganta-kumar-das-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"15, Years experience",,"Azara,,,Guwahati,",Assam ,"DRISTIDHWANI, ","Azara,,,Guwahati,","Diploma in Otorhinolaryngology (DLO), MBBS","Dr. ,Diganta Kumar Das"
 (79 ratings),14 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-j-p-mour-gynaecologist?lpt=PS-SRP,Gynaecologist,"28, Years experience",,",Guwahati,,",Assam ,"J.P Gynaec Clinic, ",",Guwahati,,",MD - Obstetrtics & Gynaecology,"Dr. ,J P Mour"
 (14 ratings),1 patient feedback,https://www.lybrate.com/guwahati/doctor/dr-pranab-kumar-chowdhury-internal-medicine-specialist-1?lpt=PS-SRP,Internal Medicine Specialist,"37, Years experience",,"Ulubari,,,Guwahati,",Assam ,"Apollo  Clinic, ","Ulubari,,,Guwahati,","MBBS, MD, Fellow Rheumatology","Dr. ,Pranab Kumar Chowdhury"
 (11 ratings),,https://www.lybrate.com/guwahati/doctor/dr-salini-sharma-ayurveda?lpt=PS-SRP,Ayurveda,"13, Years experience",,"GS Road,,,Guwahati,",Assam ,"Ayurmantra, ","GS Road,,,Guwahati,","Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD- Ayurveda, PGCK","Dr. ,Shalini Sharma"
 (174 ratings),11 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-twinkle-daulaguphu-dermatologist?lpt=PS-SRP,Dermatologist,"7, Years experience",,"Dispur,,,Guwahati,",Assam ,"Ayushman Medicos, ","Dispur,,,Guwahati,","MD - Dermatology , Venereology & Leprosy, MBBS","Dr. ,T Daulaguphu"
 (14 ratings),5 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-naba-j-borah-neurosurgeon?lpt=PS-SRP,Neurosurgeon,"9, Years experience",,"Dispur,,,Guwahati,",Assam ,"GNRC Hospital, ","Dispur,,,Guwahati,","MS (Surgery), Mch (Neurosurgery)","Dr. ,Naba J Borah"
 (150 ratings),11 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-shameem-ahmed-neurosurgeon?lpt=PS-SRP,Neurosurgeon,"19, Years experience",,"GS Road,,,Guwahati,",Assam ,"Apollo Hospital Guwahati ( unit : i ..., ","GS Road,,,Guwahati,","MCh Neurosurgery, MS - General Surgery, MBBS","Dr. ,Shameem Ahmed"
 (22 ratings),7 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-umesh-das-oncologist?lpt=PS-SRP,Oncologist,"7, Years experience",,"Dispur,,,Guwahati,",Assam ,"Dispur Hospitals Pvt Ltd, ","Dispur,,,Guwahati,","DM - Oncology, ESMO Certified Medical Oncologist, Resident Fellow","Dr. ,Umesh Das"
 (59 ratings),8 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dt-deepanki-devi-dietitian-nutritionist?lpt=PS-SRP,Dietitian/Nutritionist,"3, Years experience",,"Beltala,,,Guwahati,",Assam ,"NutriDiet E - Clinic, ","Beltala,,,Guwahati,","Bachelor in food, nutrition and dietetics","Dt. ,Deepanki Devi"
 (246 ratings),14 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-deepti-jindal-general-surgeon?lpt=PS-SRP,General Surgeon,"14, Years experience",,"GS Road,,,Guwahati,",Assam ,"Pancreas Liver Gastro Clinic , ","GS Road,,,Guwahati,","MS - General Surgery, MBBS","Dr. ,Deepti Jindal"
 (13 ratings),1 patient feedback,https://www.lybrate.com/guwahati/doctor/dr-tauhidul-alam-choudhury-nephrologist?lpt=PS-SRP,Nephrologist,"19, Years experience",,"Dispur,,,Guwahati,",Assam ,"Dr. Tauhidul Alam Choudhury Chamber, ","Dispur,,,Guwahati,","MD - Medicine, DM - Nephrology, MBBS","Dr. ,Tauhidul Alam Choudhury"
 (10 ratings),4 patient feedback(s),https://www.lybrate.com/guwahati/doctor/dr-juri-khanikar-gynaecologist?lpt=PS-SRP,Gynaecologist,"21, Years experience",,"Mother Teresa Road,,,Guwahati,",Assam ,"Matrikas, ","Mother Teresa Road,,,Guwahati,","MBBS, MD - Obstetrics & Gynaecology","Dr. ,Juri Khanikar"
 (12 ratings),1 patient feedback,https://www.lybrate.com/jorhat/doctor/dr-bhaskar-bhagawati-orthopedist?lpt=PS-SRP,Orthopedist,"13, Years experience",,",Jorhat,,",Assam ,"Dr. Bhaskar bhagawati Chamber , Jor ..., ",",Jorhat,,",MS - Orthopaedics,"Dr. ,Bhaskar Bhagawati"
rating not found,,https://www.lybrate.com/jorhat/doctor/dr-waris-ali-dentist?lpt=PS-SRP,Dentist,"16, Years experience",,",Jorhat,,",Assam ,"ADVANCED DENTAL CARE, ",",Jorhat,,",BDS,"Dr. ,Waris Ali"
rating not found,1 patient feedback,https://www.lybrate.com/jorhat/doctor/dr-swapna-saikia-orthopedist?lpt=PS-SRP,Orthopedist,"18, Years experience",,",Jorhat,,",Assam ,"Zenith Drug, ",",Jorhat,,","M.B.B.S, MS - Orthopaedics","Dr. ,Swapna Pran Saikia"
 (10 ratings),,https://www.lybrate.com/jorhat/doctor/dr-abhik-malpani-general-physician?lpt=PS-SRP,General Physician,"14, Years experience",,",Jorhat,,",Assam ,"Malpani Hospital, ",",Jorhat,,","MBBS, MD - Internal Medicine","Dr. ,Abhik Malpani"
rating not found,,https://www.lybrate.com/jorhat/doctor/dr-rochek-buragohain-orthopedist?lpt=PS-SRP,Orthopedist,"19, Years experience",,",Jorhat,,",Assam ,"Arogya Orthopaedic Clinic, ",",Jorhat,,","M.B.B.S, MS - Orthopaedics","Dr. ,Chao Rochek Buragohain"
rating not found,,https://www.lybrate.com/jorhat/doctor/dr-rajarshi-borpatragohain-general-physician?lpt=PS-SRP,General Physician,"3, Years experience",,",Jorhat,,",Assam ,"instant health care, ",",Jorhat,,",MBBS,"Dr. ,Rajarshi Borpatragohain"
rating not found,,https://www.lybrate.com/jorhat-assam/doctor/dr-binuj-dutta-general-surgeon?lpt=PS-SRP,General Surgeon,experience not found,,",Jorhat,,",Assam ,"A G Nursing Home, ",",Jorhat,,",,"Dr. ,Binuj Dutta"
rating not found,2 patient feedback(s),https://www.lybrate.com/jorhat/doctor/dr-pravesh-agarwal-dentist?lpt=PS-SRP,Dentist,"14, Years experience",,",Jorhat,,",Assam ,"Kamakhya dental clinic, ",",Jorhat,,",BDS,"Dr. ,Pravesh Agarwal"
 (304 ratings),19 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-burlington-clinic-sexologist?lpt=PS-SRP,Sexologist,"45, Years experience",,"Karol Bagh,,,Delhi,",Assam ,"Dr. S. K. Jain's Burlington Clinic  ..., ","Karol Bagh,,,Delhi,",Sexologist,Burlington Clinic - India Best Sexologist
 (14 ratings),1 patient feedback,https://www.lybrate.com/tezpur/doctor/dr-pranjit-mushahary-general-physician?lpt=PS-SRP,General Physician,"7, Years experience",,",Tezpur,,",Assam ,"Sanjeevani Pharmaco, ",",Tezpur,,","MBBS, MD - Internal Medicine","Dr. ,Pranjit Mushahary"
 (304 ratings),19 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-burlington-clinic-sexologist?lpt=PS-SRP,Sexologist,"45, Years experience",,"Karol Bagh,,,Delhi,",Assam ,"Dr. S. K. Jain's Burlington Clinic  ..., ","Karol Bagh,,,Delhi,",Sexologist,Burlington Clinic - India Best Sexologist
 (12 ratings),2 patient feedback(s),https://www.lybrate.com/nagaon/doctor/dr-chandana-sarmah-pt-physiotherapist?lpt=PS-SRP,Physiotherapist,"4, Years experience",,",Nagaon,,",Assam ,"Dr Chandana Sarmah PT, ",",Nagaon,,",MPTh/MPT,"Dr. ,Chandana Sarmah Pt"
 (304 ratings),19 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-burlington-clinic-sexologist?lpt=PS-SRP,Sexologist,"45, Years experience",,"Karol Bagh,,,Delhi,",Assam ,"Dr. S. K. Jain's Burlington Clinic  ..., ","Karol Bagh,,,Delhi,",Sexologist,Burlington Clinic - India Best Sexologist
 (12 ratings),1 patient feedback,https://www.lybrate.com/jorhat/doctor/dr-bhaskar-bhagawati-orthopedist?lpt=PS-SRP,Orthopedist,"13, Years experience",,",Jorhat,,",Assam ,"Dr. Bhaskar bhagawati Chamber , Jor ..., ",",Jorhat,,",MS - Orthopaedics,"Dr. ,Bhaskar Bhagawati"
 (6410 ratings),74 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-vinod-raina-sexologist?lpt=PS-SRP,Sexologist,"18, Years experience",,"Saket,,,Delhi,",Assam ,"Dr. Raina's Safe Hands, ","Saket,,,Delhi,",MD - General Medicine,"Dr. ,Vinod Raina"
 (888 ratings),578 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-sudhir-bhola-sexologist?lpt=PS-SRP,Sexologist,"20, Years experience",,"Sultanpur,,,Delhi,",Assam ,"Curewell Therapies - South Delhi, ","Sultanpur,,,Delhi,","MD - Alternate Medicine, BAMS","Dr. ,Sudhir Bhola"
 (1376 ratings),123 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-yuvraj-arora-sexologist?lpt=PS-SRP,Sexologist,"21, Years experience",,"Lajpat Nagar,,,Delhi,",Assam ,"Dr Monga Medi Clinic - Lajpat Nagar, ","Lajpat Nagar,,,Delhi,","MD-Pharmacology, MBBS","Dr. ,Yuvraj Arora Monga"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-randhir-sud-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"42, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Gastroenterology), M.B.B.S., M.D. (General Medicine), Visitng Fellowship in ERCP","Dr. ,Randhir Sud"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-narmada-prasad-gupta-urologist?lpt=PS-SRP,Urologist,"49, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Doctor of Science(D.Sc), Fellow Academy of Medical Sciences(FAMS), M.B.B.S., M.Ch.(Urology), M.S.(Surgery)","Dr. ,Narmada Prasad Gupta"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-balbir-singh-cardiologist?lpt=PS-SRP,Cardiologist,"36, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Cardiology), M.B.B.S., M.D. (General Medicine)","Dr. ,Balbir Singh"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-k-k-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Commonwealth fellowship for training in Lasers, DNB, MBBS, MNAMS, MS(ENT)","Dr. ,K.K Handa"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-rajiva-gupta-rheumatologist?lpt=PS-SRP,Rheumatologist,"32, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","DNB, MBBS, MD (Medicine), MRCP (UK)","Dr. ,Rajiva Gupta"
rating not found,5 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-aru-chhabra-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.N.B. (Oto-Rhino-Laryngology), M.B.B.S, M.S. (Oto-Rhino-Laryngology)","Dr. ,Aru Chhabra Handa"
rating not found,,https://www.lybrate.com/sonitpur/doctor/dr-hemanta-dutta-psychiatrist?lpt=PS-SRP,Psychiatrist,"11, Years experience",,",Tezpur,,",Assam ,"LGB Regional Institute of Mental He ..., ",",Tezpur,,","MBBS, M.D. (Psychiatry)","Dr. ,Hemanta Dutta"
rating not found,,https://www.lybrate.com/tezpur/doctor/dr-s-a-majid-general-surgeon?lpt=PS-SRP,General Surgeon,experience not found,,",Tezpur,,",Assam ,"Global Clinic, ",",Tezpur,,",,"Dr. ,S. A. Majid"
rating not found,,https://www.lybrate.com/sonitpur/doctor/dr-pradeep-nath-dentist?lpt=PS-SRP,Dentist,"24, Years experience",,",Tezpur,,",Assam ,"NATH DENTAL CARE CENTER, ",",Tezpur,,",BDS,"Dr. ,Pradeep Nath"
rating not found,1 patient feedback,https://www.lybrate.com/tezpur/doctor/dr-m-k-mili-acupressurist?lpt=PS-SRP,ENT Specialist,"20, Years experience",,",Tezpur,,",Assam ,"Capital Drug House, ",",Tezpur,,",MD - General Medicine,"Dr. ,Mohan Kumar Mili"
rating not found,,https://www.lybrate.com/sonitpur/doctor/dr-ratindra-kr-barman-pain-management-specialist?lpt=PS-SRP,Pain Management Specialist,"14, Years experience",,",Tezpur,,",Assam ,"Ratindra Tezpur Pain Clinic, ",",Tezpur,,","mbbs,md,fipm","Dr. ,Ratindra Kr. Barman"
 (6410 ratings),74 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-vinod-raina-sexologist?lpt=PS-SRP,Sexologist,"18, Years experience",,"Saket,,,Delhi,",Assam ,"Dr. Raina's Safe Hands, ","Saket,,,Delhi,",MD - General Medicine,"Dr. ,Vinod Raina"
 (888 ratings),578 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-sudhir-bhola-sexologist?lpt=PS-SRP,Sexologist,"20, Years experience",,"Sultanpur,,,Delhi,",Assam ,"Curewell Therapies - South Delhi, ","Sultanpur,,,Delhi,","MD - Alternate Medicine, BAMS","Dr. ,Sudhir Bhola"
 (1376 ratings),123 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-yuvraj-arora-sexologist?lpt=PS-SRP,Sexologist,"21, Years experience",,"Lajpat Nagar,,,Delhi,",Assam ,"Dr Monga Medi Clinic - Lajpat Nagar, ","Lajpat Nagar,,,Delhi,","MD-Pharmacology, MBBS","Dr. ,Yuvraj Arora Monga"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-randhir-sud-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"42, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Gastroenterology), M.B.B.S., M.D. (General Medicine), Visitng Fellowship in ERCP","Dr. ,Randhir Sud"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-narmada-prasad-gupta-urologist?lpt=PS-SRP,Urologist,"49, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Doctor of Science(D.Sc), Fellow Academy of Medical Sciences(FAMS), M.B.B.S., M.Ch.(Urology), M.S.(Surgery)","Dr. ,Narmada Prasad Gupta"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-balbir-singh-cardiologist?lpt=PS-SRP,Cardiologist,"36, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Cardiology), M.B.B.S., M.D. (General Medicine)","Dr. ,Balbir Singh"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-k-k-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Commonwealth fellowship for training in Lasers, DNB, MBBS, MNAMS, MS(ENT)","Dr. ,K.K Handa"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-rajiva-gupta-rheumatologist?lpt=PS-SRP,Rheumatologist,"32, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","DNB, MBBS, MD (Medicine), MRCP (UK)","Dr. ,Rajiva Gupta"
 (30 ratings),,https://www.lybrate.com/nagaon/doctor/dr-muktar-ahmed-physiotherapist?lpt=PS-SRP,Physiotherapist,"8, Years experience",,",Nagaon,,",Assam ,"Dr Mukhtar Ahmed physiotherapy clin ..., ",",Nagaon,,",BPTh/BPT,"Dr. ,Muktar Ahmed"
 (19 ratings),,https://www.lybrate.com/nagaon/doctor/dr-manmohan-sharma-alternative-medicine-specialist?lpt=PS-SRP,Physiotherapist,"10, Years experience",,",Nagaon,,",Assam ,"Arogya physiotherapy &  rehabilitat ..., ",",Nagaon,,",Bachelor of physiotherapy BPT,"Dr. ,Manmohan Sharma"
rating not found,,https://www.lybrate.com/nagaon/doctor/dr-aranya-sarma-physiotherapist?lpt=PS-SRP,Physiotherapist,"22, Years experience",,",Nagaon,,",Assam ,"Dr.Sarma's X-ray Clinic & Lab, ",",Nagaon,,","BPTh/BPT, B.Sc (Microbiology)","Dr. ,Aranya Sarma"
rating not found,,https://www.lybrate.com/nagaon/doctor/dr-ajit-bora-general-surgeon?lpt=PS-SRP,General Surgeon,"13, Years experience",,",Nagaon,,",Assam ,"NAGAON NURSING & MATERNITY HOME, ",",Nagaon,,","MBBS, MS, FIAGES",Ajit Bora
 (12 ratings),,https://www.lybrate.com/nagaon/doctor/dr-aruna-gohain-pt-alternative-medicine-specialist?lpt=PS-SRP,Alternative Medicine Specialist,"7, Years experience",,",Nagaon,,",Assam ,"Arogya physiotherapy &  rehabilitat ..., ",",Nagaon,,",Masters in Physiotherapy (MPT Neurology),"Dr. ,Aruna Gohain (Pt)"
rating not found,,https://www.lybrate.com/nagaon/doctor/dr-deep-moni-saikia-gynaecologist?lpt=PS-SRP,Gynaecologist,experience not found,,",Nagaon,,",Assam ,"Dewcare Hospital, ",",Nagaon,,",,Deep Moni Saikia
rating not found,,https://www.lybrate.com/nagaon/doctor/dr-anuj-bora-pediatrician?lpt=PS-SRP,Pediatrician,experience not found,,",Nagaon,,",Assam ,"Dew Care Hospital and research cent ..., ",",Nagaon,,",,"Dr. ,Anuj Bora"
rating not found,,https://www.lybrate.com/nagaon/doctor/dr-raziq-hassan-general-physician?lpt=PS-SRP,General Physician,experience not found,,",Nagaon,,",Assam ,"Nonoi TE, ",",Nagaon,,",,"Dr. ,Raziq Hassan"
rating not found,,https://www.lybrate.com/nagaon/doctor/mr-mizanur-rahman-acupressurist?lpt=PS-SRP,Acupressurist,experience not found,,",Nagaon,,",Assam ,"mm pharmacoz, ",",Nagaon,,",,"Mr. ,Mizanur Rahman"
 (6410 ratings),74 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-vinod-raina-sexologist?lpt=PS-SRP,Sexologist,"18, Years experience",,"Saket,,,Delhi,",Assam ,"Dr. Raina's Safe Hands, ","Saket,,,Delhi,",MD - General Medicine,"Dr. ,Vinod Raina"
 (888 ratings),578 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-sudhir-bhola-sexologist?lpt=PS-SRP,Sexologist,"20, Years experience",,"Sultanpur,,,Delhi,",Assam ,"Curewell Therapies - South Delhi, ","Sultanpur,,,Delhi,","MD - Alternate Medicine, BAMS","Dr. ,Sudhir Bhola"
 (1376 ratings),123 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-yuvraj-arora-sexologist?lpt=PS-SRP,Sexologist,"21, Years experience",,"Lajpat Nagar,,,Delhi,",Assam ,"Dr Monga Medi Clinic - Lajpat Nagar, ","Lajpat Nagar,,,Delhi,","MD-Pharmacology, MBBS","Dr. ,Yuvraj Arora Monga"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-randhir-sud-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"42, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Gastroenterology), M.B.B.S., M.D. (General Medicine), Visitng Fellowship in ERCP","Dr. ,Randhir Sud"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-narmada-prasad-gupta-urologist?lpt=PS-SRP,Urologist,"49, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Doctor of Science(D.Sc), Fellow Academy of Medical Sciences(FAMS), M.B.B.S., M.Ch.(Urology), M.S.(Surgery)","Dr. ,Narmada Prasad Gupta"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-balbir-singh-cardiologist?lpt=PS-SRP,Cardiologist,"36, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Cardiology), M.B.B.S., M.D. (General Medicine)","Dr. ,Balbir Singh"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-k-k-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Commonwealth fellowship for training in Lasers, DNB, MBBS, MNAMS, MS(ENT)","Dr. ,K.K Handa"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-rajiva-gupta-rheumatologist?lpt=PS-SRP,Rheumatologist,"32, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","DNB, MBBS, MD (Medicine), MRCP (UK)","Dr. ,Rajiva Gupta"
rating not found,5 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-aru-chhabra-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Assam ,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.N.B. (Oto-Rhino-Laryngology), M.B.B.S, M.S. (Oto-Rhino-Laryngology)","Dr. ,Aru Chhabra Handa"
rating not found,,https://www.lybrate.com/jorhat/doctor/dr-waris-ali-dentist?lpt=PS-SRP,Dentist,"16, Years experience",,",Jorhat,,",Assam ,"ADVANCED DENTAL CARE, ",",Jorhat,,",BDS,"Dr. ,Waris Ali"
rating not found,1 patient feedback,https://www.lybrate.com/jorhat/doctor/dr-swapna-saikia-orthopedist?lpt=PS-SRP,Orthopedist,"18, Years experience",,",Jorhat,,",Assam ,"Zenith Drug, ",",Jorhat,,","M.B.B.S, MS - Orthopaedics","Dr. ,Swapna Pran Saikia"
 (10 ratings),,https://www.lybrate.com/jorhat/doctor/dr-abhik-malpani-general-physician?lpt=PS-SRP,General Physician,"14, Years experience",,",Jorhat,,",Assam ,"Malpani Hospital, ",",Jorhat,,","MBBS, MD - Internal Medicine","Dr. ,Abhik Malpani"
rating not found,,https://www.lybrate.com/jorhat/doctor/dr-rochek-buragohain-orthopedist?lpt=PS-SRP,Orthopedist,"19, Years experience",,",Jorhat,,",Assam ,"Arogya Orthopaedic Clinic, ",",Jorhat,,","M.B.B.S, MS - Orthopaedics","Dr. ,Chao Rochek Buragohain"
